response_id,submission_date,age,gender,department,region,tenure_months,engagement_score,nps_score,satisfaction_rating,effort_score,open_feedback
RESP-10177,2026-09-10 13:43:07.906048,29.0,Female,Sales,APAC,6,8.5,8,3.0,3,"Average experience overall. Does what it promises, nothing more, nothing less."
RESP-10178,2026-08-09 00:46:07.906048,44.0,Female,Product,APAC,52,5.0,7,4.0,3,"Support is fine, but response times could be improved."
RESP-10179,2026-08-21 05:24:07.906048,36.0,Female,Engineering,EMEA,3,10.0,10,5.0,2,Customer support was very responsive and resolved my billing issue in 10 minutes.
RESP-10180,2026-06-29 11:22:07.906048,37.0,Male,Sales,North America,15,6.1,5,3.0,5,The UI update makes navigation horrible. Features crash constantly on Chrome.
RESP-10181,2026-08-16 19:00:07.906048,27.0,Female,Engineering,North America,46,8.4,9,5.0,3,Great UI and clean design. Very satisfied with recent feature releases.
RESP-10182,2026-09-08 01:23:07.906048,18.0,Female,Product,North America,23,9.8,9,5.0,2,Great UI and clean design. Very satisfied with recent feature releases.
RESP-10183,2026-07-06 23:40:07.906048,38.0,Non-Binary,Product,North America,9,8.1,9,5.0,1,Our account manager is fantastic. Keep up the great work!
RESP-10184,2026-08-26 08:04:07.906048,45.0,Female,Sales,EMEA,14,6.6,10,4.0,3,Our account manager is fantastic. Keep up the great work!
RESP-10185,2026-06-23 05:26:07.906048,33.0,Male,Customer Support,EMEA,30,5.9,5,3.0,5,Billing is a nightmare. I was overcharged twice and customer support was completely unresponsive.
RESP-10186,2026-09-12 07:10:07.906048,50.0,Male,Marketing,North America,87,5.8,7,5.0,1,"Features are acceptable, but pricing seems a bit high for small teams."
RESP-10187,2026-09-17 09:41:07.906048,28.0,Female,Customer Support,North America,54,5.5,4,3.0,3,Terrible experience. Pricing increased without notice and the software is laggy.
RESP-10188,2026-07-22 19:36:07.906048,25.0,Female,Customer Support,APAC,11,4.4,4,1.0,6,Terrible experience. Pricing increased without notice and the software is laggy.
RESP-10189,2026-06-30 13:51:07.906048,35.0,Female,Engineering,APAC,120,7.6,8,4.0,3,"Features are acceptable, but pricing seems a bit high for small teams."
RESP-10190,2026-08-19 05:06:07.906048,35.0,Male,Engineering,North America,1,4.2,4,2.0,6,Constant downtime and sync errors. Frustrating and unhelpful.
RESP-10191,2026-06-23 15:01:07.906048,43.0,Male,Product,LATAM,1,7.9,10,4.0,3,Our account manager is fantastic. Keep up the great work!
RESP-10192,2026-08-03 08:45:07.906048,,Male,Product,LATAM,42,7.1,7,3.0,4,"The application works fine, but performance slows down occasionally during peak hours."
RESP-10193,2026-07-15 09:37:07.906048,49.0,Male,Customer Support,North America,6,5.0,6,4.0,4,Billing is a nightmare. I was overcharged twice and customer support was completely unresponsive.
RESP-10194,2026-08-02 12:59:07.906048,55.0,Male,Sales,North America,2,6.3,3,2.0,6,Constant downtime and sync errors. Frustrating and unhelpful.
RESP-10195,2026-06-22 14:03:07.906048,35.0,Female,Sales,EMEA,7,3.8,4,2.0,5,The UI update makes navigation horrible. Features crash constantly on Chrome.
RESP-10196,2026-06-25 14:03:07.906048,48.0,Female,Marketing,LATAM,14,9.4,10,5.0,2,The software platform is exceptionally intuitive and saves our team hours.
RESP-10197,2026-06-22 09:05:07.906048,25.0,Male,Product,APAC,32,7.1,6,3.0,5,Terrible experience. Pricing increased without notice and the software is laggy.
RESP-10198,2026-08-15 15:54:07.906048,46.0,Female,Product,North America,24,7.1,3,2.0,6,Billing is a nightmare. I was overcharged twice and customer support was completely unresponsive.
RESP-10199,2026-08-10 08:23:07.906048,46.0,Female,Marketing,North America,7,5.1,5,3.0,3,Terrible experience. Pricing increased without notice and the software is laggy.
RESP-10200,2026-07-11 22:12:07.906048,44.0,Male,Customer Support,EMEA,17,5.5,6,3.0,4,Customer service takes 4 days to reply. We are considering switching providers.
RESP-10201,2026-08-18 03:19:07.906048,35.0,Female,Engineering,EMEA,63,9.8,10,5.0,3,Great UI and clean design. Very satisfied with recent feature releases.
RESP-10202,2026-09-08 12:28:07.906048,18.0,Male,Engineering,North America,41,9.3,10,5.0,3,Customer support was very responsive and resolved my billing issue in 10 minutes.
RESP-10203,2026-07-15 21:35:07.906048,29.0,Male,Product,APAC,10,8.6,8,4.0,3,"Support is fine, but response times could be improved."
RESP-10204,2026-09-03 19:41:07.906048,29.0,Female,Customer Support,EMEA,97,6.3,5,3.0,4,The UI update makes navigation horrible. Features crash constantly on Chrome.
RESP-10205,2026-08-19 13:36:07.906048,,Non-Binary,Engineering,APAC,30,7.2,5,4.0,3,Terrible experience. Pricing increased without notice and the software is laggy.
RESP-10206,2026-06-23 23:38:07.906048,37.0,Female,Engineering,APAC,2,5.5,6,4.0,2,Billing is a nightmare. I was overcharged twice and customer support was completely unresponsive.
RESP-10207,2026-07-24 16:54:07.906048,31.0,Female,Customer Support,APAC,1,5.2,6,4.0,4,The UI update makes navigation horrible. Features crash constantly on Chrome.
RESP-10208,2026-08-05 15:20:07.906048,27.0,Female,Engineering,EMEA,5,7.3,6,3.0,4,Constant downtime and sync errors. Frustrating and unhelpful.
RESP-10209,2026-08-25 19:03:07.906048,25.0,Female,Engineering,EMEA,32,9.3,10,5.0,1,Great UI and clean design. Very satisfied with recent feature releases.
RESP-10210,2026-07-16 18:47:07.906048,28.0,Male,Customer Support,North America,5,6.0,7,3.0,3,"Support is fine, but response times could be improved."
RESP-10211,2026-09-17 09:16:07.906048,47.0,Female,Customer Support,EMEA,18,7.9,8,5.0,2,The interface is standard. A few bugs here and there.
RESP-10212,2026-08-21 13:11:07.906048,29.0,Female,Customer Support,North America,3,7.3,6,3.0,3,The UI update makes navigation horrible. Features crash constantly on Chrome.
RESP-10213,2026-07-24 11:51:07.906048,30.0,Female,Engineering,EMEA,61,7.0,6,4.0,3,Terrible experience. Pricing increased without notice and the software is laggy.
RESP-10214,2026-06-29 16:09:07.906048,31.0,Male,Marketing,North America,11,3.8,0,1.0,6,Constant downtime and sync errors. Frustrating and unhelpful.
RESP-10215,2026-07-07 06:20:07.906048,39.0,Male,Engineering,North America,58,9.8,10,5.0,2,Customer support was very responsive and resolved my billing issue in 10 minutes.
RESP-10216,2026-08-03 19:48:07.906048,40.0,Female,Sales,North America,70,8.0,8,5.0,3,"Average experience overall. Does what it promises, nothing more, nothing less."
RESP-10217,2026-08-04 11:07:07.906048,18.0,Female,Marketing,North America,1,4.5,5,3.0,5,The UI update makes navigation horrible. Features crash constantly on Chrome. You can reach my direct desk at +1-555-01317 to discuss.
RESP-10218,2026-08-29 00:51:07.906048,46.0,Female,Customer Support,APAC,15,7.8,9,4.0,3,"Fast performance, excellent reliability, and helpful documentation."
RESP-10219,2026-08-25 07:07:07.906048,50.0,Female,Marketing,APAC,1,7.1,8,5.0,2,"The application works fine, but performance slows down occasionally during peak hours."
RESP-10220,2026-07-09 01:19:07.906048,25.0,Male,Customer Support,EMEA,58,5.7,6,3.0,6,Constant downtime and sync errors. Frustrating and unhelpful.
RESP-10221,2026-08-13 11:41:07.906048,26.0,Male,Customer Support,North America,18,7.9,8,4.0,4,"Support is fine, but response times could be improved."
RESP-10222,2026-06-22 19:07:07.906048,31.0,Female,Engineering,North America,2,9.7,8,3.0,5,"Average experience overall. Does what it promises, nothing more, nothing less."
RESP-10223,2026-07-26 19:26:07.906048,28.0,Female,Sales,North America,3,7.0,6,4.0,3,Billing is a nightmare. I was overcharged twice and customer support was completely unresponsive.
RESP-10224,2026-08-28 17:03:07.906048,38.0,Female,Sales,North America,12,6.7,7,4.0,3,"The application works fine, but performance slows down occasionally during peak hours."
RESP-10225,2026-07-26 21:31:07.906048,18.0,Male,Engineering,APAC,68,8.6,7,4.0,3,"Average experience overall. Does what it promises, nothing more, nothing less."
RESP-10226,2026-09-04 03:28:07.906048,24.0,Female,Product,North America,29,6.7,8,5.0,3,The interface is standard. A few bugs here and there.
RESP-10227,2026-09-16 19:04:07.906048,51.0,Prefer not to say,Sales,North America,49,5.9,5,2.0,6,Constant downtime and sync errors. Frustrating and unhelpful.
RESP-10228,2026-08-14 14:09:07.906048,26.0,Male,Product,North America,11,5.9,6,3.0,3,Billing is a nightmare. I was overcharged twice and customer support was completely unresponsive.
RESP-10229,2026-07-03 23:47:07.906048,48.0,Female,Customer Support,North America,2,5.0,5,3.0,4,Customer service takes 4 days to reply. We are considering switching providers.
RESP-10230,2026-07-25 02:41:07.906048,39.0,Male,Marketing,EMEA,88,6.0,7,3.0,6,
RESP-10231,2026-06-21 19:04:07.906048,18.0,Male,Customer Support,EMEA,1,4.5,6,2.0,7,Customer service takes 4 days to reply. We are considering switching providers.
RESP-10232,2026-08-14 04:28:07.906048,42.0,Male,Customer Support,North America,71,5.7,7,4.0,3,The interface is standard. A few bugs here and there.
RESP-10233,2026-09-02 21:10:07.906048,34.0,Female,Sales,North America,12,5.5,2,2.0,6,Constant downtime and sync errors. Frustrating and unhelpful.
RESP-10234,2026-08-16 15:15:07.906048,31.0,Female,Engineering,North America,1,8.5,10,5.0,2,Customer support was very responsive and resolved my billing issue in 10 minutes.
RESP-10235,2026-08-30 16:31:07.906048,38.0,Male,Marketing,North America,29,4.1,6,3.0,5,Customer service takes 4 days to reply. We are considering switching providers.
RESP-10236,2026-08-31 22:22:07.906048,40.0,Male,Sales,North America,95,5.8,5,4.0,3,
RESP-10237,2026-09-05 12:46:07.906048,43.0,Male,Engineering,LATAM,81,7.9,8,5.0,2,"Features are acceptable, but pricing seems a bit high for small teams."
RESP-10238,2026-07-14 22:34:07.906048,47.0,Male,Customer Support,EMEA,5,5.0,4,3.0,5,Constant downtime and sync errors. Frustrating and unhelpful.
RESP-10239,2026-09-07 08:31:07.906048,40.0,Male,Engineering,EMEA,5,7.4,4,2.0,6,The UI update makes navigation horrible. Features crash constantly on Chrome.
RESP-10240,2026-08-18 19:25:07.906048,22.0,Male,Product,EMEA,21,4.9,4,1.0,6,Billing is a nightmare. I was overcharged twice and customer support was completely unresponsive.
RESP-10241,2026-07-17 00:23:07.906048,31.0,Female,Product,EMEA,25,7.8,7,4.0,3,"Average experience overall. Does what it promises, nothing more, nothing less."
RESP-10242,2026-09-17 19:08:07.906048,65.0,Male,Product,EMEA,33,8.3,8,3.0,4,"Features are acceptable, but pricing seems a bit high for small teams."
RESP-10243,2026-09-14 10:58:07.906048,43.0,Male,Sales,EMEA,5,6.7,5,2.0,7,Billing is a nightmare. I was overcharged twice and customer support was completely unresponsive.
RESP-10244,2026-08-11 15:22:07.906048,59.0,Male,Engineering,APAC,77,9.3,8,4.0,2,"Average experience overall. Does what it promises, nothing more, nothing less."
RESP-10245,2026-09-04 19:54:07.906048,49.0,Male,Product,North America,25,7.6,8,4.0,2,"Average experience overall. Does what it promises, nothing more, nothing less."
RESP-10246,2026-07-14 11:24:07.906048,38.0,Female,Sales,EMEA,46,6.7,6,3.0,6,Billing is a nightmare. I was overcharged twice and customer support was completely unresponsive.
RESP-10247,2026-07-28 09:13:07.906048,39.0,Male,Product,EMEA,19,7.5,8,5.0,3,"Features are acceptable, but pricing seems a bit high for small teams."
RESP-10248,2026-07-07 11:57:07.906048,35.0,Male,Product,APAC,13,8.3,9,4.0,3,"Fast performance, excellent reliability, and helpful documentation."
RESP-10249,2026-08-06 18:00:07.906048,18.0,Female,Product,EMEA,91,4.9,8,4.0,4,"Support is fine, but response times could be improved."
RESP-10250,2026-08-04 13:56:07.906048,36.0,Female,Sales,EMEA,21,4.7,6,,5,Constant downtime and sync errors. Frustrating and unhelpful.
RESP-10251,2026-07-10 02:15:07.906048,48.0,Female,Sales,North America,49,8.4,9,5.0,2,The software platform is exceptionally intuitive and saves our team hours.
RESP-10252,2026-08-20 11:50:07.906048,30.0,Female,Product,EMEA,74,3.6,3,2.0,6,Constant downtime and sync errors. Frustrating and unhelpful.
RESP-10253,2026-07-01 13:00:07.906048,40.0,Female,Sales,North America,28,5.8,6,3.0,4,Billing is a nightmare. I was overcharged twice and customer support was completely unresponsive.
RESP-10254,2026-06-26 11:50:07.906048,44.0,Female,Engineering,North America,20,9.5,10,5.0,3,Great UI and clean design. Very satisfied with recent feature releases.
RESP-10255,2026-07-25 13:58:07.906048,26.0,Male,Customer Support,North America,1,5.4,5,3.0,6,Customer service takes 4 days to reply. We are considering switching providers.
RESP-10256,2026-07-27 19:48:07.906048,31.0,Male,Product,EMEA,1,6.7,8,4.0,2,The interface is standard. A few bugs here and there.
RESP-10257,2026-07-19 17:13:07.906048,25.0,Male,Customer Support,North America,6,5.7,4,2.0,5,The UI update makes navigation horrible. Features crash constantly on Chrome.
RESP-10258,2026-07-14 03:44:07.906048,27.0,Male,Customer Support,North America,5,5.0,5,4.0,1,Terrible experience. Pricing increased without notice and the software is laggy.
RESP-10259,2026-07-21 10:20:07.906048,23.0,Female,Engineering,APAC,8,7.7,9,4.0,5,The software platform is exceptionally intuitive and saves our team hours.
RESP-10260,2026-07-05 15:28:07.906048,26.0,Female,Customer Support,North America,9,4.5,4,2.0,5,Customer service takes 4 days to reply. We are considering switching providers.
RESP-10261,2026-07-27 06:02:07.906048,50.0,Male,Product,EMEA,11,9.0,9,5.0,4,"Fast performance, excellent reliability, and helpful documentation."
RESP-10262,2026-09-10 08:31:07.906048,26.0,Female,Engineering,EMEA,14,9.8,10,5.0,1,Our account manager is fantastic. Keep up the great work!
RESP-10263,2026-07-11 03:20:07.906048,37.0,Non-Binary,Customer Support,North America,3,5.3,4,3.0,4,Customer service takes 4 days to reply. We are considering switching providers.
RESP-10264,2026-08-21 12:59:07.906048,30.0,Male,Product,APAC,2,5.2,7,3.0,5,"The application works fine, but performance slows down occasionally during peak hours."
RESP-10265,2026-07-03 16:50:07.906048,47.0,Male,Marketing,North America,27,5.7,4,2.0,5,The UI update makes navigation horrible. Features crash constantly on Chrome.
RESP-10266,2026-07-22 19:01:07.906048,49.0,Prefer not to say,Customer Support,EMEA,19,5.2,6,2.0,6,The UI update makes navigation horrible. Features crash constantly on Chrome.
RESP-10267,2026-07-19 20:19:07.906048,44.0,Female,Marketing,EMEA,15,7.3,8,5.0,2,"Features are acceptable, but pricing seems a bit high for small teams."
RESP-10268,2026-09-13 06:34:07.906048,39.0,Female,Sales,EMEA,25,4.5,3,1.0,7,Terrible experience. Pricing increased without notice and the software is laggy.
RESP-10269,2026-07-29 11:01:07.906048,33.0,Male,Sales,EMEA,43,4.8,5,4.0,2,Customer service takes 4 days to reply. We are considering switching providers.
RESP-10270,2026-08-22 01:59:07.906048,24.0,Female,Marketing,North America,14,7.3,6,3.0,3,Customer service takes 4 days to reply. We are considering switching providers.
RESP-10271,2026-08-14 03:54:07.906048,55.0,Male,Marketing,North America,25,7.9,10,5.0,2,The software platform is exceptionally intuitive and saves our team hours.
RESP-10272,2026-07-03 15:12:07.906048,28.0,Female,Product,APAC,74,6.4,5,5.0,1,Constant downtime and sync errors. Frustrating and unhelpful. More details at https://internal-feedback-372.org/details.
RESP-10273,2026-09-13 11:59:07.906048,,Male,Product,EMEA,44,5.3,4,1.0,7,The UI update makes navigation horrible. Features crash constantly on Chrome.
RESP-10274,2026-07-22 01:39:07.906048,46.0,Male,Customer Support,APAC,14,10.0,8,3.0,6,"The application works fine, but performance slows down occasionally during peak hours."
RESP-10275,2026-06-24 23:15:07.906048,30.0,Male,Customer Support,APAC,25,6.7,5,4.0,4,The UI update makes navigation horrible. Features crash constantly on Chrome.
RESP-10276,2026-07-17 23:32:07.906048,46.0,Female,Marketing,APAC,5,6.1,8,5.0,1,"The application works fine, but performance slows down occasionally during peak hours."
RESP-10277,2026-07-21 03:33:07.906048,43.0,Female,Customer Support,EMEA,20,6.8,8,5.0,2,"Average experience overall. Does what it promises, nothing more, nothing less."
RESP-10278,2026-06-29 06:54:07.906048,53.0,Male,Marketing,North America,96,6.3,7,3.0,4,"The application works fine, but performance slows down occasionally during peak hours."
